graduacao,universidade,profissao,organizacao,pretende_fazer_cursos_lit,interesse_mba_lit,importante_ter_certificado,horas_semanais_estudo,como_conheceu_lit,modulos_iniciados,modulos_finalizados,certificados,categoria
Especialização,Escola Paulista de Direito,Outros,e-commerce,1.0,1.0,1.0,8.0,Facebook,33.0,26.0,0.0,perfil2
Tecnólogo,UNIVERSIDADE CRUZEIRO DO SUL,Outros,e-commerce,1.0,1.0,1.0,9.0,Minha empresa - benefício LITpass,17.0,16.0,0.0,perfil6
Bacharelado,UFRN,Assessor,Montadora,0.0,0.0,1.0,2.0,Instagram,87.0,66.0,0.0,perfil2
Bacharelado,Outros,Analista Senior,servicos,0.0,0.0,1.0,6.0,Mídia (revista/jornal/web),14.0,13.0,0.0,perfil4
SEM FORMAÇÃO,UNIP,Advogado,Outros,1.0,1.0,1.0,3.0,Minha empresa - benefício LITpass,35.0,22.0,0.0,perfil2
Especialização,UNIVERSIDADE PRESBITERIANA MACKENZIE,Engenheiro,e-commerce,1.0,1.0,1.0,2.0,Mídia (revista/jornal/web),142.0,127.0,0.0,perfil2
MBA,Outros,Engenheiro,Estado,0.0,0.0,1.0,3.0,Linkedin,10.0,9.0,0.0,perfil4
Tecnólogo,UFRN,Outros,Siderurgica,0.0,0.0,1.0,2.0,Minha empresa - benefício LITpass,6.0,4.0,0.0,perfil6
Especialização,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Gerente,Oleo e Gas,1.0,1.0,1.0,5.0,Mídia (revista/jornal/web),34.0,32.0,0.0,perfil2
MBA,Escola Paulista de Direito,Sócio/Dono/Proprietário,Eletrodomesticos,0.0,0.0,1.0,9.0,Minha empresa - benefício LITpass,15.0,12.0,0.0,perfil4
Bacharelado,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Analista Senior,servicos,0.0,0.0,1.0,2.0,YouTube,48.0,45.0,0.0,perfil5
Tecnólogo,FATEC,Supervisor,Oleo e Gas,1.0,1.0,1.0,8.0,Outros,26.0,24.0,0.0,perfil2
MBA,UFRN,Supervisor,Eletrodomesticos,0.0,0.0,1.0,7.0,Outros,53.0,50.0,0.0,perfil2
SEM FORMAÇÃO,Outros,Analista,Siderurgica,0.0,0.0,1.0,7.0,Saint Paul,99.0,99.0,3.0,perfil6
Outros,FGV-RJ,Sócio/Dono/Proprietário,Laminados,0.0,0.0,1.0,10.0,YouTube,65.0,64.0,3.0,perfil1
Outros,UFPE,Outros,Entretenimento,1.0,1.0,1.0,7.0,YouTube,3.0,1.0,0.0,perfil6
SEM FORMAÇÃO,UFPE,Advogado,Borracha,1.0,1.0,1.0,10.0,Saint Paul,5.0,2.0,0.0,perfil6
SEM FORMAÇÃO,UNICAMP,Analista Senior,servicos,1.0,1.0,1.0,5.0,Mídia (revista/jornal/web),1.0,1.0,0.0,perfil6
Bacharelado,UFF,Supervisor,Entretenimento,1.0,1.0,1.0,6.0,Outros,7.0,3.0,0.0,perfil6
Bacharelado,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Analista Senior,Laminados,1.0,1.0,1.0,3.0,Instagram,3.0,1.0,0.0,perfil6
Tecnólogo,Escola Paulista de Direito,Analista,Estado,1.0,1.0,1.0,3.0,YouTube,4.0,2.0,0.0,perfil4
Especialização,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Advogado,Outros,0.0,0.0,1.0,7.0,Minha empresa - benefício LITpass,9.0,8.0,0.0,perfil5
Licenciatura,FATEC,Diretor,Borracha,0.0,0.0,1.0,6.0,Facebook,39.0,33.0,1.0,perfil1
MBA,UNIVERSIDADE NOVE DE JULHO,Advogado,Entretenimento,0.0,0.0,1.0,6.0,Outros,27.0,24.0,1.0,perfil1
Bacharelado,UNICAMP,Outros,e-commerce,1.0,1.0,1.0,7.0,Google,5.0,1.0,0.0,perfil6
Outros,UFSCar,Engenheiro,Laminados,1.0,1.0,1.0,7.0,Outros,203.0,173.0,0.0,perfil2
Licenciatura,USP,Diretor,Montadora,1.0,1.0,1.0,4.0,YouTube,5.0,1.0,0.0,perfil3
Licenciatura,UFSCar,Supervisor,Eletroeletronicos,0.0,0.0,1.0,5.0,Google,3.0,1.0,0.0,perfil6
Outros,Outros,Coordenador,Estado,0.0,0.0,1.0,10.0,Mídia (revista/jornal/web),105.0,90.0,0.0,perfil3
MBA,UFRN,Outros,Eletrodomesticos,0.0,0.0,1.0,10.0,Outros,4.0,1.0,0.0,perfil6
Bacharelado,FACULDADE ANHANGUERA,Sócio/Dono/Proprietário,Outros,1.0,1.0,1.0,4.0,Outros,38.0,33.0,0.0,perfil2
Outros,FATEC,Supervisor,e-commerce,0.0,0.0,1.0,7.0,Minha empresa - benefício LITpass,9.0,6.0,0.0,perfil5
Especialização,Universidade Metodista de Sao Paulo,Assessor,Oleo e Gas,0.0,0.0,1.0,10.0,Outros,12.0,8.0,0.0,perfil5
SEM FORMAÇÃO,UFSCar,Outros,Eletroeletronicos,1.0,1.0,1.0,6.0,Google,18.0,15.0,0.0,perfil3
Outros,UNIVERSIDADE NOVE DE JULHO,Gerente,Montadora,1.0,1.0,1.0,10.0,Instagram,44.0,41.0,0.0,perfil6
Bacharelado,USP,Gerente,e-commerce,0.0,0.0,1.0,8.0,Instagram,5.0,2.0,0.0,perfil6
Bacharelado,UNIP,Diretor,Eletroeletronicos,0.0,0.0,1.0,5.0,Google,31.0,28.0,0.0,perfil2
MBA,UEPB,Outros,Entretenimento,1.0,1.0,1.0,3.0,Linkedin,22.0,17.0,0.0,perfil3
SEM FORMAÇÃO,UFRN,Diretor,Estado,0.0,0.0,1.0,8.0,Outros,11.0,9.0,0.0,perfil4
Licenciatura,USP,Supervisor,Oleo e Gas,1.0,1.0,1.0,8.0,Saint Paul,39.0,34.0,1.0,perfil1
MBA,FGV-RJ,Sócio/Dono/Proprietário,Outros,1.0,1.0,1.0,2.0,Google,15.0,10.0,0.0,perfil2
Bacharelado,UEPB,Sócio/Dono/Proprietário,Eletroeletronicos,0.0,0.0,1.0,6.0,Minha empresa - benefício LITpass,27.0,27.0,0.0,perfil2
Outros,FGV-RJ,Assessor,Siderurgica,0.0,0.0,1.0,8.0,YouTube,56.0,46.0,0.0,perfil2
SEM FORMAÇÃO,Outros,Advogado,Outros,0.0,0.0,1.0,9.0,Minha empresa - benefício LITpass,14.0,10.0,0.0,perfil4
MBA,FATEC,Outros,Oleo e Gas,0.0,0.0,1.0,3.0,Outros,5.0,5.0,0.0,perfil5
Bacharelado,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Coordenador,Outros,0.0,0.0,1.0,5.0,Google,9.0,4.0,0.0,perfil5
Licenciatura,USP,Engenheiro,e-commerce,0.0,0.0,1.0,9.0,Instagram,158.0,116.0,0.0,perfil2
MBA,UFRJ,Outros,Laminados,0.0,0.0,1.0,5.0,Minha empresa - benefício LITpass,31.0,31.0,1.0,perfil1
Especialização,INSPER INSTITUTO DE ENSINO E PESQUISA,Analista Senior,Outros,0.0,0.0,1.0,7.0,Outros,51.0,50.0,1.0,perfil1
SEM FORMAÇÃO,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,SEM EXPERIÊNCIA,Borracha,0.0,0.0,1.0,4.0,YouTube,3.0,1.0,0.0,perfil6
Especialização,UFPE,Coordenador,Estado,0.0,0.0,1.0,7.0,Outros,2.0,1.0,0.0,perfil6
Licenciatura,FGV-RJ,Coordenador,Laminados,1.0,1.0,1.0,2.0,Mídia (revista/jornal/web),33.0,33.0,0.0,perfil2
MBA,FACULDADE ANHANGUERA,Gerente,Eletroeletronicos,0.0,0.0,1.0,2.0,Outros,38.0,35.0,1.0,perfil1
Licenciatura,UEPB,Sócio/Dono/Proprietário,servicos,1.0,1.0,1.0,7.0,Google,8.0,8.0,0.0,perfil5
Bacharelado,Outros,Engenheiro,Montadora,0.0,0.0,1.0,5.0,Saint Paul,5.0,3.0,0.0,perfil6
Especialização,UFRJ,Analista Senior,Entretenimento,1.0,1.0,1.0,5.0,Outros,2.0,1.0,0.0,perfil6
MBA,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Sócio/Dono/Proprietário,Laminados,0.0,0.0,1.0,7.0,Outros,35.0,20.0,0.0,perfil3
Licenciatura,UFSCar,Analista Senior,Eletrodomesticos,1.0,1.0,1.0,9.0,Minha empresa - benefício LITpass,2.0,1.0,1.0,perfil6
SEM FORMAÇÃO,UNICAMP,Coordenador,Eletrodomesticos,0.0,0.0,1.0,4.0,Instagram,3.0,1.0,0.0,perfil6
Licenciatura,UFF,Engenheiro,Montadora,1.0,1.0,1.0,3.0,Facebook,2.0,1.0,0.0,perfil6
Licenciatura,FACULDADE ANHANGUERA,Analista,Montadora,1.0,1.0,1.0,9.0,Outros,10.0,10.0,0.0,perfil4
Bacharelado,UNIP,Analista Senior,Laminados,0.0,0.0,1.0,4.0,Google,4.0,2.0,0.0,perfil6
Bacharelado,UNIP,Outros,Entretenimento,0.0,0.0,1.0,7.0,Minha empresa - benefício LITpass,24.0,23.0,1.0,perfil1
Licenciatura,UNIVERSIDADE NOVE DE JULHO,Outros,Eletrodomesticos,1.0,1.0,1.0,10.0,Linkedin,106.0,104.0,3.0,perfil1
Tecnólogo,UFRN,Outros,Montadora,0.0,0.0,1.0,7.0,Outros,4.0,2.0,0.0,perfil3
Bacharelado,FATEC,Analista,Outros,0.0,0.0,1.0,8.0,Instagram,55.0,53.0,1.0,perfil1
Bacharelado,UFF,Outros,Montadora,0.0,0.0,1.0,6.0,YouTube,35.0,35.0,0.0,perfil2
SEM FORMAÇÃO,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Outros,e-commerce,1.0,1.0,1.0,9.0,Minha empresa - benefício LITpass,3.0,1.0,0.0,perfil6
Especialização,Outros,Analista,Borracha,1.0,1.0,1.0,2.0,Outros,34.0,12.0,0.0,perfil4
Licenciatura,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Supervisor,servicos,0.0,0.0,1.0,10.0,Linkedin,67.0,64.0,1.0,perfil1
MBA,UNIVERSIDADE CRUZEIRO DO SUL,Outros,Laminados,1.0,1.0,1.0,8.0,YouTube,11.0,9.0,0.0,perfil4
SEM FORMAÇÃO,UFRN,Outros,e-commerce,0.0,0.0,1.0,6.0,Outros,54.0,52.0,1.0,perfil1
Especialização,UNIP,Advogado,e-commerce,0.0,0.0,1.0,2.0,YouTube,99.0,99.0,0.0,perfil2
SEM FORMAÇÃO,UNIP,Sócio/Dono/Proprietário,e-commerce,1.0,1.0,1.0,9.0,Mídia (revista/jornal/web),47.0,47.0,0.0,perfil2
Licenciatura,UNIP,SEM EXPERIÊNCIA,Eletroeletronicos,1.0,1.0,1.0,3.0,Minha empresa - benefício LITpass,33.0,18.0,0.0,perfil3
Outros,UFPE,Engenheiro,Montadora,0.0,0.0,1.0,2.0,Google,22.0,22.0,0.0,perfil2
MBA,FATEC,Supervisor,Oleo e Gas,0.0,0.0,1.0,5.0,YouTube,5.0,3.0,0.0,perfil6
MBA,UFRN,Sócio/Dono/Proprietário,Eletroeletronicos,1.0,1.0,1.0,9.0,Mídia (revista/jornal/web),16.0,13.0,0.0,perfil4
SEM FORMAÇÃO,UFRN,SEM EXPERIÊNCIA,Montadora,0.0,0.0,1.0,9.0,Instagram,7.0,4.0,0.0,perfil6
SEM FORMAÇÃO,FGV-RJ,Engenheiro,Outros,0.0,0.0,1.0,4.0,Facebook,20.0,11.0,0.0,perfil4
Licenciatura,UNICAMP,Outros,Oleo e Gas,0.0,0.0,1.0,10.0,Mídia (revista/jornal/web),8.0,3.0,0.0,perfil6
Especialização,UNIP,Diretor,Laminados,1.0,1.0,1.0,5.0,Google,196.0,188.0,7.0,perfil1
SEM FORMAÇÃO,FGV-RJ,Analista,Laminados,1.0,1.0,1.0,8.0,Google,3.0,2.0,0.0,perfil2
Outros,FATEC,Diretor,Outros,0.0,0.0,1.0,7.0,Facebook,3.0,1.0,0.0,perfil6
MBA,Universidade Metodista de Sao Paulo,Analista,Eletrodomesticos,1.0,1.0,1.0,4.0,Mídia (revista/jornal/web),169.0,169.0,5.0,perfil1
SEM FORMAÇÃO,UNIVERSIDADE PRESBITERIANA MACKENZIE,Gerente,Montadora,0.0,0.0,1.0,5.0,Mídia (revista/jornal/web),8.0,6.0,0.0,perfil5
Especialização,Escola Paulista de Direito,Analista Senior,Oleo e Gas,0.0,0.0,1.0,2.0,YouTube,4.0,2.0,0.0,perfil6
Outros,FACULDADE ANHANGUERA,Coordenador,Oleo e Gas,1.0,1.0,1.0,2.0,Mídia (revista/jornal/web),92.0,87.0,1.0,perfil1
SEM FORMAÇÃO,UNICAMP,Sócio/Dono/Proprietário,Montadora,1.0,1.0,1.0,2.0,Outros,47.0,33.0,0.0,perfil5
Outros,UFRJ,SEM EXPERIÊNCIA,Montadora,0.0,0.0,1.0,5.0,Outros,13.0,13.0,1.0,perfil1
Tecnólogo,UNIVERSIDADE CRUZEIRO DO SUL,Analista,Outros,1.0,1.0,1.0,9.0,Mídia (revista/jornal/web),97.0,33.0,1.0,perfil1
Tecnólogo,FATEC,Outros,Estado,0.0,0.0,1.0,6.0,Outros,14.0,10.0,0.0,perfil4
SEM FORMAÇÃO,FGV-RJ,Assessor,Outros,1.0,1.0,1.0,8.0,YouTube,12.0,5.0,0.0,perfil4
SEM FORMAÇÃO,FATEC,Outros,Laminados,0.0,0.0,1.0,6.0,Facebook,48.0,46.0,0.0,perfil5
MBA,Universidade Metodista de Sao Paulo,Gerente,Eletroeletronicos,0.0,0.0,1.0,2.0,Minha empresa - benefício LITpass,7.0,3.0,0.0,perfil6
Tecnólogo,UFRJ,Engenheiro,Eletrodomesticos,1.0,1.0,1.0,8.0,Saint Paul,11.0,6.0,0.0,perfil5
MBA,UNIP,Outros,Laminados,1.0,1.0,1.0,9.0,Instagram,20.0,13.0,0.0,perfil4
Especialização,UFPE,Outros,Eletrodomesticos,1.0,1.0,1.0,4.0,Outros,27.0,27.0,0.0,perfil2
Especialização,UNIVERSIDADE NOVE DE JULHO,Advogado,Borracha,1.0,1.0,1.0,6.0,Linkedin,121.0,107.0,3.0,perfil2
SEM FORMAÇÃO,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Outros,servicos,0.0,0.0,1.0,3.0,Google,3.0,1.0,0.0,perfil6
Especialização,INSPER INSTITUTO DE ENSINO E PESQUISA,Outros,Estado,0.0,0.0,1.0,5.0,Saint Paul,15.0,10.0,0.0,perfil4
Outros,UNIVERSIDADE NOVE DE JULHO,Coordenador,Outros,0.0,0.0,1.0,4.0,Outros,41.0,35.0,0.0,perfil2
Tecnólogo,Universidade Metodista de Sao Paulo,Supervisor,Montadora,0.0,0.0,1.0,2.0,Linkedin,4.0,1.0,0.0,perfil6
Licenciatura,UNIVERSIDADE CRUZEIRO DO SUL,Assessor,Eletrodomesticos,1.0,1.0,1.0,10.0,Outros,238.0,221.0,6.0,perfil1
Especialização,UEPB,Outros,Estado,1.0,1.0,1.0,10.0,Minha empresa - benefício LITpass,7.0,5.0,0.0,perfil5
Tecnólogo,UNIP,Analista Senior,Oleo e Gas,1.0,1.0,1.0,5.0,Outros,83.0,80.0,0.0,perfil2
Tecnólogo,UFRJ,Engenheiro,Montadora,0.0,0.0,1.0,4.0,Outros,12.0,12.0,0.0,perfil2
MBA,UFF,Engenheiro,Outros,1.0,1.0,1.0,4.0,Outros,6.0,4.0,0.0,perfil1
MBA,FATEC,Coordenador,Estado,0.0,0.0,1.0,8.0,Minha empresa - benefício LITpass,17.0,10.0,0.0,perfil4
Licenciatura,UFPE,Gerente,Outros,0.0,0.0,1.0,10.0,Facebook,8.0,1.0,0.0,perfil6
Especialização,UFRN,Advogado,e-commerce,0.0,0.0,1.0,2.0,Instagram,4.0,3.0,0.0,perfil2
Especialização,UEPB,Outros,e-commerce,1.0,1.0,1.0,2.0,Instagram,27.0,21.0,0.0,perfil1
Bacharelado,UNIVERSIDADE CRUZEIRO DO SUL,Supervisor,Eletrodomesticos,1.0,1.0,1.0,6.0,Facebook,27.0,21.0,0.0,perfil2
Tecnólogo,Universidade Metodista de Sao Paulo,Gerente,e-commerce,1.0,1.0,1.0,5.0,Outros,24.0,18.0,0.0,perfil3
MBA,INSPER INSTITUTO DE ENSINO E PESQUISA,Outros,Oleo e Gas,0.0,0.0,1.0,9.0,Instagram,83.0,69.0,0.0,perfil2
Tecnólogo,FATEC,Engenheiro,Laminados,1.0,1.0,1.0,4.0,Instagram,31.0,31.0,0.0,perfil2
Outros,USP,Diretor,Eletroeletronicos,1.0,1.0,1.0,7.0,YouTube,6.0,1.0,0.0,perfil6
Especialização,Outros,Outros,Outros,0.0,0.0,1.0,6.0,Facebook,10.0,10.0,1.0,perfil6
MBA,UNIVERSIDADE CRUZEIRO DO SUL,Advogado,Borracha,1.0,1.0,1.0,9.0,Instagram,62.0,59.0,0.0,perfil2
Bacharelado,UFF,Coordenador,Eletrodomesticos,1.0,1.0,1.0,8.0,Linkedin,85.0,84.0,6.0,perfil1
MBA,INSPER INSTITUTO DE ENSINO E PESQUISA,Analista,Eletrodomesticos,0.0,0.0,1.0,8.0,Saint Paul,21.0,11.0,0.0,perfil4
Licenciatura,UFSCar,Supervisor,Oleo e Gas,0.0,0.0,1.0,5.0,Google,25.0,23.0,0.0,perfil2
SEM FORMAÇÃO,Escola Paulista de Direito,SEM EXPERIÊNCIA,Siderurgica,0.0,0.0,1.0,7.0,Google,7.0,3.0,0.0,perfil6
Tecnólogo,UFRJ,SEM EXPERIÊNCIA,Borracha,0.0,0.0,1.0,7.0,Outros,45.0,30.0,0.0,perfil6
Bacharelado,UFPE,Coordenador,Montadora,0.0,0.0,1.0,10.0,Linkedin,101.0,77.0,0.0,perfil2
Especialização,FACULDADE ANHANGUERA,Sócio/Dono/Proprietário,Montadora,0.0,0.0,1.0,6.0,Outros,95.0,55.0,0.0,perfil6
Outros,UNICAMP,Coordenador,e-commerce,1.0,1.0,1.0,10.0,YouTube,10.0,1.0,0.0,perfil1
Outros,Outros,Analista,e-commerce,0.0,0.0,1.0,8.0,Minha empresa - benefício LITpass,14.0,13.0,0.0,perfil4
SEM FORMAÇÃO,UFRJ,Supervisor,Eletroeletronicos,0.0,0.0,1.0,3.0,YouTube,31.0,21.0,0.0,perfil2
Especialização,FATEC,Analista Senior,Outros,1.0,1.0,1.0,8.0,Google,18.0,7.0,0.0,perfil1
SEM FORMAÇÃO,UFF,Outros,Borracha,0.0,0.0,1.0,3.0,Saint Paul,2.0,1.0,0.0,perfil6
Bacharelado,Outros,Assessor,Estado,0.0,0.0,1.0,5.0,Outros,21.0,14.0,0.0,perfil4
Outros,Universidade Metodista de Sao Paulo,Outros,Eletrodomesticos,1.0,1.0,1.0,4.0,Outros,5.0,4.0,0.0,perfil6
SEM FORMAÇÃO,Unesp,Assessor,Laminados,0.0,0.0,1.0,10.0,Outros,7.0,3.0,0.0,perfil6
SEM FORMAÇÃO,UNIP,SEM EXPERIÊNCIA,Eletroeletronicos,0.0,0.0,1.0,8.0,Instagram,116.0,111.0,0.0,perfil6
Licenciatura,UFF,Advogado,Laminados,0.0,0.0,1.0,5.0,Facebook,2.0,1.0,0.0,perfil6
Tecnólogo,UFSCar,Supervisor,Eletrodomesticos,1.0,1.0,1.0,3.0,Facebook,6.0,5.0,0.0,perfil3
Tecnólogo,Unesp,Supervisor,servicos,1.0,1.0,1.0,9.0,Outros,10.0,9.0,1.0,perfil1
Especialização,FATEC,Diretor,Oleo e Gas,1.0,1.0,1.0,10.0,Instagram,42.0,25.0,0.0,perfil2
Tecnólogo,UFPE,Engenheiro,Laminados,0.0,0.0,1.0,10.0,Google,34.0,28.0,0.0,perfil2
Especialização,UNIVERSIDADE PRESBITERIANA MACKENZIE,Coordenador,Laminados,0.0,0.0,1.0,3.0,Mídia (revista/jornal/web),9.0,6.0,0.0,perfil5
SEM FORMAÇÃO,FGV-RJ,Assessor,Estado,1.0,1.0,1.0,10.0,Outros,2.0,1.0,0.0,perfil6
Especialização,USP,Analista Senior,Entretenimento,0.0,0.0,1.0,10.0,Saint Paul,2.0,1.0,0.0,perfil6
Outros,Outros,Gerente,Outros,0.0,0.0,1.0,6.0,Google,2.0,1.0,0.0,perfil6
Licenciatura,USP,Outros,Borracha,1.0,1.0,1.0,9.0,Facebook,5.0,3.0,0.0,perfil6
Bacharelado,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Analista Senior,Eletroeletronicos,1.0,1.0,1.0,7.0,Google,31.0,28.0,0.0,perfil2
Licenciatura,UFF,Sócio/Dono/Proprietário,Entretenimento,0.0,0.0,1.0,4.0,Instagram,133.0,129.0,3.0,perfil2
Tecnólogo,UFRN,Assessor,Borracha,1.0,1.0,1.0,8.0,Saint Paul,21.0,18.0,0.0,perfil3
Outros,Outros,Outros,Eletrodomesticos,0.0,0.0,1.0,9.0,Mídia (revista/jornal/web),13.0,4.0,0.0,perfil6
MBA,INSPER INSTITUTO DE ENSINO E PESQUISA,Outros,Outros,1.0,1.0,1.0,5.0,Instagram,30.0,28.0,1.0,perfil1
Especialização,UNIVERSIDADE NOVE DE JULHO,Analista,Oleo e Gas,0.0,0.0,1.0,3.0,Outros,63.0,45.0,0.0,perfil6
Especialização,Unesp,Assessor,Eletrodomesticos,1.0,1.0,1.0,2.0,Outros,6.0,3.0,0.0,perfil6
Bacharelado,UNIVERSIDADE PRESBITERIANA MACKENZIE,Analista Senior,Siderurgica,0.0,0.0,1.0,6.0,Instagram,14.0,6.0,0.0,perfil1
Outros,UNIP,Engenheiro,Outros,0.0,0.0,1.0,3.0,Linkedin,8.0,6.0,0.0,perfil5
Bacharelado,UNIVERSIDADE NOVE DE JULHO,Outros,Montadora,0.0,0.0,1.0,7.0,Instagram,10.0,9.0,0.0,perfil4
Licenciatura,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Outros,Oleo e Gas,0.0,0.0,1.0,9.0,Outros,12.0,4.0,0.0,perfil6
Bacharelado,UNIVERSIDADE PRESBITERIANA MACKENZIE,Advogado,Laminados,1.0,1.0,1.0,6.0,Outros,10.0,8.0,0.0,perfil5
Licenciatura,UNIVERSIDADE CRUZEIRO DO SUL,Gerente,e-commerce,0.0,0.0,1.0,5.0,Linkedin,2.0,1.0,0.0,perfil6
Bacharelado,UEPB,Supervisor,Eletroeletronicos,0.0,0.0,1.0,9.0,Instagram,54.0,54.0,0.0,perfil2
Bacharelado,UNICAMP,Assessor,Eletroeletronicos,1.0,1.0,1.0,8.0,Minha empresa - benefício LITpass,50.0,49.0,1.0,perfil1
Especialização,Outros,Engenheiro,servicos,1.0,1.0,1.0,5.0,Outros,29.0,22.0,0.0,perfil3
SEM FORMAÇÃO,UNICAMP,Outros,Siderurgica,0.0,0.0,1.0,9.0,Mídia (revista/jornal/web),76.0,76.0,8.0,perfil6
Especialização,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Outros,Entretenimento,0.0,0.0,1.0,10.0,Minha empresa - benefício LITpass,19.0,13.0,0.0,perfil4
Outros,INSPER INSTITUTO DE ENSINO E PESQUISA,Advogado,servicos,0.0,0.0,1.0,6.0,Mídia (revista/jornal/web),9.0,3.0,0.0,perfil6
Bacharelado,UEPB,Coordenador,Laminados,0.0,0.0,1.0,8.0,Minha empresa - benefício LITpass,16.0,10.0,0.0,perfil2
Especialização,UEPB,Engenheiro,Eletrodomesticos,0.0,0.0,1.0,2.0,YouTube,8.0,3.0,0.0,perfil1
Tecnólogo,UFRN,Outros,Estado,0.0,0.0,1.0,9.0,Outros,4.0,2.0,0.0,perfil6
Especialização,UNIVERSIDADE NOVE DE JULHO,Assessor,e-commerce,1.0,1.0,1.0,4.0,Minha empresa - benefício LITpass,20.0,18.0,0.0,perfil3
Outros,UNICAMP,Assessor,e-commerce,1.0,1.0,1.0,2.0,Mídia (revista/jornal/web),36.0,34.0,0.0,perfil2
Especialização,UFRJ,Assessor,Laminados,1.0,1.0,1.0,7.0,Outros,5.0,1.0,0.0,perfil6
Licenciatura,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Analista,Estado,1.0,1.0,1.0,6.0,Linkedin,25.0,12.0,0.0,perfil4
Tecnólogo,UNIVERSIDADE PRESBITERIANA MACKENZIE,SEM EXPERIÊNCIA,Outros,0.0,0.0,1.0,8.0,Facebook,27.0,23.0,0.0,perfil2
Licenciatura,FGV-RJ,Assessor,e-commerce,0.0,0.0,1.0,4.0,Saint Paul,260.0,214.0,1.0,perfil1
Outros,Universidade Metodista de Sao Paulo,Analista,Outros,1.0,1.0,1.0,3.0,Linkedin,99.0,99.0,0.0,perfil2
Outros,Outros,Coordenador,e-commerce,0.0,0.0,1.0,9.0,Mídia (revista/jornal/web),27.0,12.0,0.0,perfil4
MBA,FACULDADE ANHANGUERA,Advogado,servicos,0.0,0.0,1.0,6.0,YouTube,30.0,29.0,1.0,perfil1
Bacharelado,Outros,SEM EXPERIÊNCIA,Oleo e Gas,0.0,0.0,1.0,7.0,Outros,21.0,20.0,0.0,perfil3
MBA,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Outros,Eletroeletronicos,1.0,1.0,1.0,5.0,Linkedin,2.0,1.0,0.0,perfil6
MBA,UFRJ,Supervisor,servicos,0.0,0.0,1.0,6.0,Mídia (revista/jornal/web),7.0,6.0,0.0,perfil6
Licenciatura,Escola Paulista de Direito,Sócio/Dono/Proprietário,Outros,0.0,0.0,1.0,7.0,Minha empresa - benefício LITpass,13.0,13.0,0.0,perfil4
Bacharelado,UFF,Advogado,servicos,0.0,0.0,1.0,4.0,Instagram,53.0,31.0,0.0,perfil2
Bacharelado,Outros,SEM EXPERIÊNCIA,Borracha,1.0,1.0,1.0,9.0,Outros,21.0,11.0,0.0,perfil4
Tecnólogo,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Advogado,Oleo e Gas,0.0,0.0,1.0,9.0,Outros,155.0,129.0,0.0,perfil2
Outros,UFF,Sócio/Dono/Proprietário,Oleo e Gas,1.0,1.0,1.0,3.0,Saint Paul,3.0,1.0,0.0,perfil3
Licenciatura,UNIVERSIDADE CRUZEIRO DO SUL,Assessor,Oleo e Gas,0.0,0.0,1.0,8.0,Outros,6.0,4.0,0.0,perfil6
MBA,UNIVERSIDADE NOVE DE JULHO,Outros,Siderurgica,1.0,1.0,1.0,2.0,Instagram,724.0,533.0,4.0,perfil1
Outros,FACULDADE ANHANGUERA,Diretor,Siderurgica,1.0,1.0,1.0,4.0,Google,33.0,33.0,0.0,perfil2
SEM FORMAÇÃO,UNICAMP,Assessor,Outros,0.0,0.0,1.0,4.0,YouTube,10.0,8.0,0.0,perfil5
SEM FORMAÇÃO,UFSCar,SEM EXPERIÊNCIA,Borracha,0.0,0.0,1.0,6.0,Instagram,8.0,2.0,0.0,perfil6
MBA,UFPE,Gerente,Outros,1.0,1.0,1.0,6.0,Outros,6.0,2.0,0.0,perfil6
MBA,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,SEM EXPERIÊNCIA,Outros,1.0,1.0,1.0,3.0,Facebook,35.0,19.0,0.0,perfil3
Bacharelado,UNICAMP,Analista Senior,Montadora,1.0,1.0,1.0,3.0,Outros,81.0,77.0,3.0,perfil1
Outros,Outros,Outros,Entretenimento,0.0,0.0,1.0,9.0,Google,129.0,74.0,2.0,perfil1
Tecnólogo,FACULDADE ANHANGUERA,Analista Senior,e-commerce,1.0,1.0,1.0,7.0,Facebook,60.0,58.0,1.0,perfil6
Bacharelado,UNIVERSIDADE PRESBITERIANA MACKENZIE,Gerente,Entretenimento,0.0,0.0,1.0,2.0,Google,25.0,21.0,0.0,perfil2
Bacharelado,UNIVERSIDADE CRUZEIRO DO SUL,Supervisor,Montadora,0.0,0.0,1.0,5.0,Outros,21.0,19.0,0.0,perfil3
